UPBA,Main,Season 5,Columbus Tornadus,Zeraora,Thundurus-Therian
UPBA,Main,Season 5,Columbus Tornadus,Nihilego,Terrakion
UPBA,Main,Season 5,Columbus Tornadus,Hippowdon,Nidoking
UPBA,Main,Season 5,Mew York Yankees,Tornadus-Therian,Umbreon
UPBA,Main,Season 5,Mew York Yankees,Drapion,Lycanroc
UPBA,Main,Season 5,Mew York Yankees,Masquerain,Jynx
UPBA,Main,Season 5,Colorado Mamoswine,Exeggutor,Tangela
UPBA,Main,Season 5,EverGarden Eevees,Sceptile-Mega,Ampharos-Mega
UPBA,Main,Season 5,EverGarden Eevees,Electrode,Vespiquen
UPBA,Main,Season 5,Singapore Sableyes,Crustle,Misdreavus
UPBA,Main,Season 5,Autism,Diancie,Silvally
UPBA,Main,Season 5,Autism,Manectric,Emolga
UPBA,Main,Season 5,Autism,Noctowl,Purugly
UPBA,Main,Season 2,Azalea Town Aipoms,Blaziken,Ludicolo
UPBA,Main,Season 2,Twilit Tapus,Delphox,Spiritomb
UPBA,Main,Season 2,Twilit Tapus,Leavanny,Murkrow
UPBA,Main,Season 2,Twilit Tapus,Kommo-o,Amoonguss
UPBA,Main,Season 2,Death Valley Houndooms,Milotic,Keldeo
UPBA,Main,Season 2,Death Valley Houndooms,Machamp,Crustle
UPBA,Main,Season 2,Death Valley Houndooms,Rampardos,Haunter
UPBA,Main,Season 2,Ottawa Nidokings,Kyurem,Dragalge
UPBA,Main,Season 2,St. John's Sharpedoes,Snorlax,Nihilego
UPBA,Main,Season 2,St. John's Sharpedoes,Cobalion,Heracross
UPBA,Main,Season 2,St. John's Sharpedoes,Manectric,Zebstrika
UPBA,Main,Season 2,Cape Town Krookodiles,Machamp,Medicham
UPBA,Main,Season 2,Cape Town Krookodiles,Mienshao,Machamp
UPBA,Main,Season 2,Richmond Reuniclus,Raichu-Alola,Gigalith
UPBA,Main,Season 2,St. Catherines Suicunes,Celebi,Gardevoir
UPBA,Main,Season 2,St. Catherines Suicunes,Ambipom,Komala
UPBA,Main,Season 2,Gallifreyan Gallades,Komala,Golem-Alola
UPBA,Main,Season 2,Gallifreyan Gallades,Rhydon,Servine
UPBA,Main,Season 2,Gallifreyan Gallades,Sliggoo,Raichu
UPBA,Main,Season 2,Minnesota Hyperfangs,Goodra,Breloom
UPBA,Main,Season 2,Minnesota Hyperfangs,Braviary,Rotom-Mow
UPBA,Main,Season 2,Minnesota Hyperfangs,Terrakion,Salamence
UPBA,Main,Season 2,Niagara Gengars,Hydreigon,Tornadus-Therian
UPBA,Main,Season 2,Niagara Gengars,Staraptor,Gengar
UPBA,Main,Season 2,Niagara Gengars,Vileplume,Throh
UPBA,Main,Season 2,Colorado Avaluggs,Xurkitree,Kartana
UPBA,Main,Season 2,Colorado Avaluggs,Nihilego,Azelf
UPBA,Main,Season 2,Colorado Avaluggs,Tyranitar,Nihilego
UPBA,Main,Season 2,Sydney Swannas,Avalugg,Regigigas
UPBA,Main,Season 2,Sydney Swannas,Incineroar,Florges
UPBA,Main,Season 2,Sydney Swannas,Tyrantrum,Mienshao
UPBA,Main,Season 2,Delaware Kyurem-Black Foxes,Gengar,Chandelure
UPBA,Main,Season 2,Delaware Kyurem-Black Foxes,Comfey,Gastrodon
UPBA,Main,Season 2,Delaware Kyurem-Black Foxes,Simisear,Persian-Alola
UPBA,Main,Season 1,St. John's Sharpedoes,Metagross,Tentacruel
UPBA,Main,Season 1,Chicago Bulus,Celebi,Breloom
UPBA,Main,Season 1,Colinet Carracostas,Tornadus-Therian,Dragonite
UPBA,Main,Season 1,Toronto Staraptors,Dragonite,Tapu Bulu
UPBA,Main,Season 1,St. John's Sharpedoes,Landorus,Weavile
UPBA,Main,Season 1,Bermuda Mewtwos,Keldeo,Necrozma
UPBA,Main,Season 1,Bermuda Mewtwos,Gardevoir,Empoleon
UPBA,Main,Season 1,Bermuda Mewtwos,Sandslash,Kecleon
UPBA,Main,Season 1,Western Virginia Weepinbells,Necrozma,Toxapex
UPBA,Main,Season 1,Western Virginia Weepinbells,Milotic,Gliscor
UPBA,Main,Season 1,Toronto Staraptors,Golurk,Floatzel
UPBA,Main,Season 1,Ottawa Nidokings,Slowbro,Azelf
UPBA,Main,Season 1,Colinet Carracostas,Ferrothorn,Chandelure
UPBA,Main,Season 1,Colinet Carracostas,Salazzle,Forretress
UPBA,Main,Season 1,Minnesota Hyperfangs,Staraptor,Nihilego
UPBA,Main,Season 1,Minnesota Hyperfangs,Registeel,Golbat
UPBA,Main,Season 1,Chicago Bulus,Wigglytuff,Drifblim
UPBA,Main,Season 1,Toronto Staraptors,Zygarde,Guzzlord
UPBA,Main,Season 1,St. John's Sharpedoes,Quagsire,Gastrodon
UPBA,Main,Season 1,Dublin Doublades,Suicune,Gyarados
UPBA,Main,Season 1,Dublin Doublades,Miltank,Charizard
UPBA,Main,Season 3,St. John's Sharpedoes,Archeops,Spiritomb
UPBA,Main,Season 3,St. John's Sharpedoes,Rotom-Mow,Venusaur
UPBA,Main,Season 3,Cape Town Krookodiles,Slurpuff,Aromatisse
UPBA,Main,Season 3,Cape Town Krookodiles,Cloyster,Meloetta
UPBA,Main,Season 3,Richmond Reuniclus,Jolteon,Heliolisk
UPBA,Main,Season 3,Manchester Marowaks,Haxorus,Latias
UPBA,Main,Season 3,Manchester Marowaks,Gardevoir,Sylveon
UPBA,Main,Season 3,Manchester Marowaks,Gliscor,Empoleon
UPBA,Main,Season 3,New England Primarinas,Latias,Kommo-o
UPBA,Main,Season 3,New England Primarinas,Lycanroc-Midnight,Cradily
UPBA,Main,Season 3,New England Primarinas,Throh,Vileplume
UPBA,Main,Season 3,Ottawa Nidokings,Buzzwole,Scizor
UPBA,Main,Season 3,Ottawa Nidokings,Slowking,Mantine
UPBA,Main,Season 3,Ottawa Nidokings,Ninjask,Tauros
UPBA,Main,Season 3,Puerto Rico Stuffuls,Zebstrika,Rotom-Fan
UPBA,Main,Season 3,Puerto Rico Stuffuls,Druddigon,Mesprit
UPBA,Main,Season 3,Delaware Kyurem-Black Foxes,Yanmega,Registeel
UPBA,Main,Season 3,Minnesota Hyperfangs,Landorus,Excadrill
UPBA,Main,Season 3,Minnesota Hyperfangs,Rotom-Heat,Gigalith
UPBA,Main,Season 3,Minnesota Hyperfangs,Probopass,Vigoroth
UPBA,Main,Season 3,Southern Shaymins,Mimikyu,Floette-Eternal
UPBA,Main,Season 3,Southern Shaymins,Bibarel,Rhydon
UPBA,Main,Season 3,Southern Shaymins,Dugtrio,Tangrowth
UPBA,Main,Season 3,Niagara Gengars,Swellow,Braviary
UPBA,Main,Season 3,Niagara Gengars,Vikavolt,Sigilyph
UPBA,Main,Season 3,Niagara Gengars,Emboar,Jolteon
UPBA,Main,Season 3,Mega Audino and Her Good Boys,Espeon,Luxray
UPBA,Main,Season 3,Gallifreyan Gallades,Celebi,Amoonguss
UPBA,Main,Season 3,Empoleon Emperors,Rhydon,Golem
UPBA,Main,Season 3,Empoleon Emperors,Tauros,Zangoose
UPBA,Main,Season 4,Avalon Articunos,Gyarados,Lucario
UPBA,Main,Season 4,Avalon Articunos,Ditto,Hitmonchan
UPBA,Main,Season 4,Avalon Articunos,Cofagrigus,Gyarados
UPBA,Main,Season 4,Cape Town Krookodiles,Salazzle,Torkoal
UPBA,Main,Season 4,Cape Town Krookodiles,Dhelmise,Roserade
UPBA,Main,Season 4,Cape Town Krookodiles,Quagsire,Accelgor
UPBA,Main,Season 4,Infamous Rayquazas,Charizard-Mega-Y,Sableye-Mega
UPBA,Main,Season 4,Infamous Rayquazas,Zeraora,Zapdos
UPBA,Main,Season 4,Memphis Metagross,Typhlosion,Poipole
UPBA,Main,Season 4,Memphis Metagross,Drapion,Incineroar
UPBA,Main,Season 4,Memphis Metagross,Entei,Typhlosion
UPBA,Main,Season 4,Galveston Gourgeist,Unfezant,Tyrantrum
UPBA,Main,Season 4,Colorado Mamoswine,Jellicent,Druddigon
UPBA,Main,Season 4,Colorado Mamoswine,Sandslash,Exeggutor-Alola
UPBA,Main,Season 4,Colorado Mamoswine,Hawlucha,Landorus
UPBA,Main,Season 4,Toronto Fire Chickens,Skarmory,Excadrill
UPBA,Main,Season 4,Toronto Fire Chickens,Tangrowth,Hippowdon
UPBA,Main,Season 4,Toronto Fire Chickens,Blissey,Gliscor
UPBA,Main,Season 4,Columbus Tornadus,Cresselia,Cofagrigus
UPBA,Main,Season 4,Evergarden Eevees,Primeape,Togedemaru
UPBA,Main,Season 4,Blank Team,Registeel,Seismitoad
UPBA,Main,Season 4,Little Rock Roggenrollers,Donphan,Flygon
UPBA,Main,Season 4,Little Rock Roggenrollers,Exeggutor,Throh
UPBA,Main,Season 4,Little Rock Roggenrollers,Heracross,Whimsicott
UPBA,Main,Season 4,Milan Mimes Memes,Skarmory,Scizor
UPBA,Main,Season 4,Milan Mimes Memes,Blissey,Floette-Eternal
UPBA,Main,Season 4,Milan Mimes Memes,Slurpuff,Qwilfish
UPBA,Main,Season 4,Seattle Shocks,Tapu Bulu,Manaphy
UPBA,Main,Season 4,Seattle Shocks,Suicune,Breloom
UPBA,Main,Season 4,Seattle Shocks,Hitmonchan,Guzzlord
UPBA,Main,Season 4,St. John Sharpedoes,Articuno,Avalugg
UPBA,Main,Season 4,Singapore Sableyes,Eelektross,Magneton
UPBA,Main,Season 4,Bye Week 4,Mimikyu,Sylveon
UPBA,Main,Season 4,Bye Week 4,Lycanroc-Dusk,Emboar
UPBA,Main,Season 4,Bye Week 4,Passimian,Weezing
UPBA,Main,Season 4,Atlanta Azelfs,Haxorus,Klinklang
UPBA,Main,Season 4,Hardhead Jangmo-o,Terrakion,Tapu Bulu
UPBA,Main,Season 4,Hardhead Jangmo-o,Rotom-Mow,Rhyperior
UPBA,Main,Season 4,Hardhead Jangmo-o,Golbat,Zoroark
UPBA,Main,Season 4,Kajaani Sceptiles,Garchomp-Mega,Manectric-Mega
UPBA,Main,Season 4,Kajaani Sceptiles,Accelgor,Diancie
All Star Premier League,T3 and Below,Season 2,SleepySheepy,Doublade,Escavalier
All Star Premier League,T3 and Below,Season 2,SleepySheepy,Yanmega,Drifblim
All Star Premier League,T3 and Below,Season 2,AmirAlexander,Tangela,Virizion
All Star Premier League,T3 and Below,Season 2,AmirAlexander,Hitmontop,Mismagius
All Star Premier League,Standard,Season 2,bkendrick,Slowbro,Toxapex
All Star Premier League,Standard,Season 2,bkendrick,Excadrill,Donphan
All Star Premier League,Standard,Season 2,bkendrick,Mareanie,Azelf
All Star Premier League,Ubers,Season 2,RandoGuy24,Ampharos-Mega,Froslass
All Star Premier League,Ubers,Season 2,RandoGuy24,Cofagrigus,Altaria-Mega
All Star Premier League,Ubers,Season 2,RandoGuy24,Ninetales-Alola,Jolteon
All Star Premier League,T3 and Below,Season 2,TNTCool,Barbaracle,Blaziken
All Star Premier League,T3 and Below,Season 2,TNTCool,Gallade,Omastar
All Star Premier League,T3 and Below,Season 2,TNTCool,Kecleon,Sawsbuck
All Star Premier League,T3 and Below,Season 2,SleepySheepy,Sigilyph,Yanmega
All Star Premier League,Standard,Season 2,DuffleBag,Barbaracle,Crustle
All Star Premier League,Ubers,Season 2,Accidental,Lycanroc,Magikarp
All Star Premier League,T3 and Below,Season 2,Nakora,Quagsire,Medicham
All Star Premier League,T3 and Below,Season 2,AmirAlexander,Blaziken,Talonflame
All Star Premier League,T3 and Below,Season 2,AmirAlexander,Honchkrow,Hitmontop
All Star Premier League,Standard,Season 2,BChezza,Omastar,Golbat
All Star Premier League,Ubers,Season 2,Accidental,Stoutland,Primeape
Heatmor Feeding Grounds,Main,Season 1,44ths Fire Blasts,Ribombee,Roserade
Heatmor Feeding Grounds,Main,Season 1,Klinkin Park,Vaporeon,Jellicent
Heatmor Feeding Grounds,Main,Season 1,Klinkin Park,Rotom,Rotom-Mow
Heatmor Feeding Grounds,Main,Season 1,Klinkin Park,Victini,Espeon
Heatmor Feeding Grounds,Main,Season 1,Klinkin Park,Shaymin,Arcanine
Heatmor Feeding Grounds,Main,Season 1,Big Beautiful Bewear,Blaziken,Shuckle
Heatmor Feeding Grounds,Main,Season 1,44ths Fire Blasts,Claydol,Rhyperior
Heatmor Feeding Grounds,Main,Season 1,44ths Fire Blasts,Roserade,Crawdaunt
JFPML,Main,Season 3,Halifax Huntails,Seismitoad,Typhlosion
JFPML,Main,Season 3,South Beach Slurpuffs,Hitmonlee,Hitmontop
JFPML,Main,Season 3,Hi,Pelipper,Rotom-Wash
JFPML,Main,Season 3,Hi,Ludicolo,Pangoro
JFPML,Main,Season 3,Hi,Gorebyss,Ursaring
JFPML,Main,Season 3,Hi,Omastar,Talonflame
JFPML,Main,Season 3,Halifax Huntails,Darmanitan,Alomomola
JFPML,Main,Season 3,Germany Girafarigs,Rotom-Mow,Sceptile
JFPML,Main,Season 3,Pallet Town Politoeds,Beedrill-Mega,Ampharos-Mega
JFPML,Main,Season 3,Pallet Town Politoeds,Goodra,Scizor
JFPML,Main,Season 3,Pallet Town Politoeds,Togedemaru,Roselia
JFPML,Main,Season 3,Pallet Town Politoeds,Mudsdale,Rhydon
ALPH,Main,Season 9,Toronto Fire Chickens,Dracozolt,Walrein
ALPH,Main,Season 9,Atlanta Haunters,Araquanid,Centiskorch
ALPH,Main,Season 9,Harrisburg Hitmonlees,Gardevoir,Tentacruel
ALPH,Main,Season 9,Florida Flapple,Cinccino,Archeops
ALPH,Main,Season 9,Colorado Mamoswine,Doublade,Accelgor
ALPH,Main,Season 9,Glasgow Comatose,Landorus,Infernape
ALPH,Main,Season 9,Atlanta Haunters,Sableye-Mega,Blastoise-Mega
ALPH,Main,Season 9,Atlanta Haunters,Volcarona,Garchomp
ALPH,Main,Season 9,Atlanta Haunters,Haxorus,Weavile
ALPH,Main,Season 9,Glasgow Comatose,Camerupt-Mega,Whimsicott
ALPH,Main,Season 9,Colorado Mamoswine,Zygarde-10%,Duraludon
ALPH,Main,Season 9,Toronto Fire Chickens,Persian-Alola,Salamence
ALPH,Main,Season 9,Toronto Fire Chickens,Suicune,Bisharp
ALPH,Main,Season 9,Colorado Mamoswine,Raichu,Vikavolt
ALPH,Main,Season 9,Puerto Rico Stuffuls,Charizard,Thievul
ALPH,Main,Season 9,Colorado Mamoswine,Scyther,Torterra
ALPH,Main,Season 9,Toronto Fire Chickens,Virizion,Golem-Alola
ALPH,Main,Season 9,Florida Flapple,Hatterene,Starmie
ALPH,Main,Season 9,Florida Flapple,Aerodactyl,Audino-Mega
ALPH,Main,Season 9,Baghdad Magic Lamp,Tangela,Decidueye
ALPH,Main,Season 9,Puerto Rico Stuffuls,Kangaskhan,Sawk
ALPH,Main,Season 9,Baghdad Magic Lamp,Passimian,Poliwrath
ALPH,Main,Season 9,Richmond Reuniclus,Electrode,Unown
ALPH,Main,Season 9,Baghdad Magic Lamp,Reuniclus,Vanilluxe
ALPH,Main,Season 9,Baghdad Magic Lamp,Drifblim,Mr.Rime
ALPH,Main,Season 9,Richmond Reuniclus,Golisopod,Jolteon
ALPH,Main,Season 9,Harrisburg Hitmonlees,Kecleon,Dunsparce
ALPH,Main,Season 9,Puerto Rico Stuffuls,Toxicroak,Alcremie
ALPH,Main,Season 9,Harrisburg Hitmonlees,Gengar,Hatterene
ALPH,Main,Season 9,Kajaani Sceptiles,Aerodactyl-Mega,Gallade-Mega
ALPH,Main,Season 9,Kajaani Sceptiles,Cofagrigus,Misdreavus
ALPH T3 and Below,Main,Season 3,Liberty Delibirds,Wishiwashi,Drakloak
ALPH T3 and Below,Main,Season 3,Empoleon Emperors,Exeggutor-Alola,Appletun
ALPH T3 and Below,Main,Season 3,Toronto Fire Chickens,Doublade,Araquanid
ALPH T3 and Below,Main,Season 3,Richmond Reuniclus,Sceptile,Exploud
ALPH T3 and Below,Main,Season 3,Singapore Sableyes,Weezing,Magneton
ALPH T3 and Below,Main,Season 3,Singapore Sableyes,Forretress,Doublade
ALPH T3 and Below,Main,Season 3,Toronto Fire Chickens,Tsareena,Dhelmise
ALPH T3 and Below,Main,Season 3,Liberty Delibirds,Clefairy,Wishiwashi
SKL,Main,Season 6,Vegas Night Marchers,Jellicent,Doublade
SKL,Main,Season 6,Pillars of Tahoma,Tauros,Arcanine
SKL,Main,Season 6,Rick Gastly's Troupe,Cofagrigus,Drapion
SKL,Main,Season 6,Colorado Mamoswine,Torracat,Delphox
SKL,Main,Season 6,Vegas Night Marchers,Ninjask,Komala
SKL,Main,Season 6,Whiscash Wanderers,Blastoise,Vileplume
SKL,Main,Season 6,Colorado Mamoswine,Blastoise,Ninjask
SKL,Main,Season 6,Vegas Night Marchers,Escavalier,Lycanroc
SKL,Main,Season 6,Arctic Mankeys,Trevenant,Lilligant
SKL,Main,Season 6,Whiscash Wanderers,Sandslash,Prinplup
SKL,Main,Season 6,Pillars of Tahoma,Quagsire,Seismitoad
SKL,Main,Season 6,Rick Gastly's Troupe,Slaking,Avalugg
SKL,Main,Season 6,Whiscash Wanderers,Sceptile,Spiritomb
SKL,Main,Season 6,Rick Gastly's Troupe,Bellossom,Haunter
SKL,Main,Season 6,Colorado Mamoswine,Bronzor,Dewgong
SKL,Main,Season 6,Atlanta Archeops,Porygon-Z,Whirlipede
SKL,Main,Season 6,Sundsvall Seels,Sandslash,Armaldo
SKL,Main,Season 5,Phoenix Blaze,Excadrill,Scolipede
SKL,Main,Season 5,Phoenix Blaze,Dragonite,Thundurus
SKL,Main,Season 5,Phoenix Blaze,Alakazam-Mega,Aerodactyl-Mega
SKL,Main,Season 5,Poipole Poke-Pimps,Mandibuzz,Milotic
SKL,Main,Season 5,Indianapolis Bolts,Porygon2,Snorlax
SKL,Main,Season 5,Colorado Mamoswine,Gourgeist,Cofagrigus
SKL,Main,Season 5,Dallas Starlies,Golem,Carbink
SKL,Main,Season 5,The Duffled Bags,Diggersby,Dugtrio
SKL,Main,Season 5,Emperor Palpitoad's Regime,Marowak-Alola,Hoopa
SKL,Main,Season 5,Phoenix Blaze,Hippopotas,Crawdaunt
SKL,Main,Season 5,Islamic State Oddish,Jolteon,Mienshao
SKL,Main,Season 5,Northeastern Duskies,Vanilluxe,Lanturn
SKL,Main,Season 5,Phoenix Blaze,Cloyster,Kyurem
SKL,Main,Season 5,Chicago Beartics,Mismagius,Sableye
SKL,Main,Season 5,The Duffled Bags,Feraligatr,Kingdra
SKL,Main,Season 5,The Duffled Bags,Vikavolt,Vaporeon
SKL,Main,Season 5,Chicago Beartics,Hitmontop,Mudsdale
SKL,Main,Season 5,Dallas Starlies,Lurantis,Abomasnow
SKL,Main,Season 5,Aurorus Borealis,Hitmonchan,Cresselia
SKL,Main,Season 5,The Duffled Bags,Raichu-Alola,Gligar
SKL,Main,Season 5,Chicago Beartics,Palossand,Hitmonchan
SKL,Main,Season 5,Aurorus Borealis,Volcanion,Buzzwole
SKL,Main,Season 5,Phoenix Blaze,Zoroark,Golurk
SKL,Main,Season 5,Colorado Mamoswine,Smeargle,Slaking
SKL,Main,Season 5,Northeastern Duskies,Gligar,Raichu-Alola
SKL,Main,Season 5,Poipole Poke-Pimps,Drifblim,Cloyster
SKL,Main,Season 5,Pillars of Tahoma,Toxapex,Porygon2
SKL,Main,Season 5,Islamic State Oddish,Gurdurr,Tangela
SKL,Main,Season 5,The Duffled Bags,Seismitoad,Golem-Alola
SKL,Main,Season 4,Colorado Avaluggs,Vaporeon,Ninetales-Alola
SKL,Main,Season 4,Colorado Avaluggs,Raichu,Guzzlord
SKL,Main,Season 4,Colorado Avaluggs,Latias,Zapdos
SKL,Main,Season 4,Dallas Starlies,Volcanion,Tyranitar
SKL,Main,Season 4,Dallas Starlies,Pelipper,Gyarados
SKL,Main,Season 4,Dallas Starlies,Aerodactyl-Mega,Charizard-Mega-X
SKL,Main,Season 4,DC Darmanitans,Buzzwole,Starmie
SKL,Main,Season 4,Libretto Lugias,Zapdos,Zeraora
SKL,Main,Season 4,Libretto Lugias,Staraptor,Snorlax
SKL,Main,Season 4,Montreal Togedemaru,Machamp,Komala
SKL,Main,Season 4,Northeastern Duskies,Tyranitar,Hoopa-Unbound
SKL,Main,Season 4,The Arctic Mankeys,Hoopa-Unbound,Infernape
SKL,Main,Season 4,The Arctic Mankeys,Gourgeist,Cacturne
SKL,Main,Season 4,The Duffled Bags,Charizard-Mega-Y,Slowbro-Mega
SKL,Main,Season 3,Chicago Beartics,Garbodor,Dusclops
SKL,Main,Season 3,Chicago Beartics,Gastrodon,Emboar
SKL,Main,Season 3,Chicago Beartics,Entei,Gliscor
SKL,Main,Season 3,Dallas Starlies,Amoonguss,Mandibuzz
SKL,Main,Season 3,Gallifreyan Gallades,Persian-Alola,Beartic
SKL,Main,Season 3,La Tuque's Xatus,Kecleon,Eevee
SKL,Main,Season 3,London Vespiquens,Weavile,Hawlucha
SKL,Main,Season 3,London Vespiquens,Gourgeist,Leavanny
SKL,Main,Season 3,London Vespiquens,Quagsire,Magnezone
SKL,Main,Season 3,London Vespiquens,Electivire,Qwilfish
SKL,Main,Season 3,Manchester Skitty,Armaldo,Castform
SKL,Main,Season 3,Manchester Skitty,Slurpuff,Froslass
SKL,Main,Season 3,Manchester Skitty,Diggersby,Kingdra
SKL,Main,Season 3,Manchester Skitty,Gardevoir-Mega,Swampert-Mega
SKL,Main,Season 3,Manchester Skitty,Darmanitan,Mesprit
SKL,Main,Season 3,Manchester Skitty,Alomomola,Pelipper
SKL,Main,Season 3,North Pole Piplups,Machamp,Bewear
SKL,Main,Season 3,The Pakd Machamps,Silvally,Entei
SKL,Main,Season 3,The Pakd Machamps,Gligar,Shuckle
SKL,Main,Season 3,The Pakd Machamps,Heatran,Weavile
SKL,Main,Season 2,Chicago Beartics,Exploud,Spiritomb
SKL,Main,Season 2,Chicago Beartics,Infernape,Volcanion
SKL,Main,Season 2,Cleavland Escaviliers,Swampert,Politoed
SKL,Main,Season 2,Cleavland Escaviliers,Diggersby,Toxapex
SKL,Main,Season 2,Singapore Silvallies,Lanturn,Ditto
SKL,Main,Season 1,Aston Vanilluxe,Scyther,Haunter
SKL,Main,Season 1,Aston Vanilluxe,Staraptor,Hawlucha
SKL,Main,Season 1,Aston Vanilluxe,Cobalion,Uxie
SKL,Main,Season 1,Cleveland Escavaliers,Slaking,Raichu-Alola
SKL,Main,Season 1,Cleveland Escavaliers,Nihilego,Latios
SKL,Main,Season 1,Dallas Starlies,Ditto,Blaziken
SKL,Main,Season 1,Dallas Starlies,Chesnaught,Ninetales
SKL,Main,Season 1,Dallas Starlies,Florges,Staraptor
SKL,Main,Season 1,Dynamic Diancies,Blissey,Conkeldurr
SKL,Main,Season 1,Montreal Mamoswines,Swellow,Drampa
SKL,Main,Season 1,Montreal Mamoswines,Gengar,Milotic
SKL,Main,Season 1,Perth Persians,Hawlucha,Diggersby
SKL,Main,Season 1,Perth Persians,Golurk,Machamp
SKL,Main,Season 1,San Francisco Staraptors,Cofagrigus,Jellicent
SKL,Main,Season 1,San Francisco Staraptors,Seismitoad,Mudsdale
SKL,Main,Season 1,San Francisco Staraptors,Kecleon,Stunfisk
SKL,Main,Season 1,Singapore Sableyes,Scolipede,Alakazam
SKL,Main,Season 1,Singapore Sableyes,Golem-Alola,Steelix
SKL,Main,Season 1,The Arctic Mankeys,Hitmonchan,Cradily
SKL,Main,Season 1,The Arctic Mankeys,Lapras,Turtonator
COVID Lockdown Fast Draft,Main,Season 1,Puerto Rico Stuffuls,Turtonator,Rotom-Frost
Cascade Draft League,Masters,Season 7,Diamond Ridge Darmanitans,Bronzong,Kyurem
Cascade Draft League,Masters,Season 7,Diamond Ridge Darmanitans,Noivern,Vullaby
Cascade Draft League,Masters,Season 7,Diamond Ridge Darmanitans,Avalugg,Steelix
Cascade Draft League,Masters,Season 7,San Antonio Espurrs,Garchomp,Dracovish
Cascade Draft League,Masters,Season 7,Primarina Sonata,Piloswine,Quagsire
Cascade Draft League,Masters,Season 7,44th's Fire Blasts,Garchomp-Mega,Aerodactyl-Mega
Cascade Draft League,Masters,Season 7,44th's Fire Blasts,Gigalith,Frosmoth
Cascade Draft League,Masters,Season 7,44th's Fire Blasts,Crabominable,Shuckle
Cascade Draft League,Masters,Season 7,The Arctic Mankeys,Ditto,Mantine
Cascade Draft League,Masters,Season 7,Primarina Sonata,Steelix,Dottler
Cascade Draft League,Masters,Season 7,San Francisco Brandons,Florges,Staraptor
Cascade Draft League,Masters,Season 7,San Francisco Brandons,Moltres,Ribombee
Cascade Draft League,Masters,Season 7,San Francisco Brandons,Lycanroc,Comfey
Cascade Draft League,Masters,Season 7,San Francisco Brandons,Golisopod,Electivire
Cascade Draft League,Masters,Season 7,Primarina Sonata,Minior,Quagsire
Cascade Draft League,Masters,Season 7,44th's Fire Blasts,Wigglytuff,Swoobat
Cascade Draft League,Masters,Season 7,Vegas Night Marchers,Nidoqueen,Meloetta
Cascade Draft League,Masters,Season 7,Vegas Night Marchers,Mr.Mime,Garbodor
Cascade Draft League,Masters,Season 7,Pillars of Tahoma,Ribombee,Crobat
Cascade Draft League,Masters,Season 7,Colorado Mamoswine,Latias,Salamence
Cascade Draft League,Masters,Season 7,Colorado Mamoswine,Magnezone,Metagross
Cascade Draft League,Masters,Season 7,Colorado Mamoswine,Araquanid,Galvantula
Cascade Draft League,Masters,Season 7,Colorado Mamoswine,Audino,Manaphy
Cascade Draft League,Masters,Season 7,Pillars of Tahoma,Miltank,Aromatisse
Cascade Draft League,Masters,Season 7,Pillars of Tahoma,Dugtrio-Alola,Tauros
Cascade Draft League,Masters,Season 7,Vegas Night Marchers,Politoed,Gastrodon
Cascade Draft League,Masters,Season 7,Vegas Night Marchers,Oricorio,Mr.Mime
Cascade Draft League,Masters,Season 7,Primarina Sonata,Vileplume,Virizion
Cascade Draft League,Masters,Season 7,Whiscash Wanderers,Drapion,Golurk
Cascade Draft League,Challengers,Season 7,Big Beautiful Bewear,Cryogonal,Persian-Alola
Cascade Draft League,Challengers,Season 7,Weyard Wailord,Leavanny,Wailord
Cascade Draft League,Challengers,Season 7,Weyard Wailord,Kyurem,Dracozolt
Cascade Draft League,Challengers,Season 7,Big Bad Fish,Comfey,Pangoro
Cascade Draft League,Challengers,Season 7,Chicago Chatots,Cradily,Musharna
Cascade Draft League,Challengers,Season 7,Chicago Chatots,Audino,Cradily
Cascade Draft League,Challengers,Season 7,Weyard Wailord,Skuntank,Dragalge
TSDLC,Ubers,Season 1,PiplupMann,Magmortar,Chandelure
TSDLC,Ubers,Season 1,PiplupMann,Dragapult,Ditto
TSDLC,National Dex,Season 1,Xunk,Medicham-Mega,Charizard-Mega-X
TSDLC,National Dex,Season 1,Xunk,Garchomp,Tapu Bulu
TSDLC,National Dex,Season 1,Xunk,Marowak-Alola,Hippowdon
TSDLC,National Dex,Season 1,Xunk,Magneton,Morpeko
TSDLC,National Dex,Season 1,Asnaf745,Regirock,Frosmoth
TSDLC,National Dex,Season 1,Asnaf745,Cryogonal,Pyukumuku
TSDLC,National Dex,Season 1,ArdaErdin912,Jellicent,Tentacruel
TSDLC,National Dex,Season 1,ArdaErdin912,Ninetales-Alola,Hatterene
TSDLC,National Dex,Season 1,ArdaErdin912,Gligar,Piloswine
TSDLC,National Dex,Season 1,ArdaErdin912,Obstagoon,Spiritomb
TSDLC,Galar ,Season 1,Bartiko123,Copperajah-Gmax,Gengar-Gmax
TSDLC,Galar ,Season 1,Bartiko123,Piloswine,Steelix
TSDLC,Galar ,Season 1,Bartiko123,Weezing,Vanilluxe
TSDLC,Galar ,Season 1,Bartiko123,Goodra,Flygon
All Star Premier League,SS National Dex,Season 3,Chicago Chatots,Dragalge,Kyurem
All Star Premier League,SS National Dex,Season 3,Chicago Chatots,Chandelure,Entei
All Star Premier League,SS National Dex,Season 3,Chicago Chatots,Stoutland,Dusclops
